MMSI,BaseDateTime,LAT,LON,Heading,VesselName,CallSign,VesselType,Length,Width
229054000,2022-01-29T00:04:16,31.92365,-117.55683,329.0,CMA CGM DUTCH HARBOR,9HA5434,71.0,261.0,32.0
419001597,2022-01-29T00:04:55,37.27155,-76.10627,151.0,JAG ALAIA,VTIW,70.0,292.0,45.0
636020666,2022-01-29T00:04:46,40.64474,-74.11835,247.0,SC MARIGOT,5LAC7,71.0,154.0,24.0
538008519,2022-01-29T00:04:55,30.05332,-90.58456,259.0,EVGENIA K,V7A2460,70.0,199.0,32.0
372804000,2022-01-29T00:04:56,26.09391,-80.12013,358.0,PELAGIC EXPRESS,HOSN,70.0,81.0,13.0
477723900,2022-01-29T00:04:52,29.12063,-94.30427,300.0,IRVINE BAY,VRUG6,70.0,180.0,30.0
636019448,2022-01-29T00:05:30,37.18216,-76.12496,101.0,MV STAR WAVE,D5UO6,79.0,200.0,32.0
565227000,2022-01-29T00:04:45,48.43889,-124.60857,111.0,PACIFICA,9V8831,70.0,138.0,21.0
636017112,2022-01-29T00:05:38,37.73379,-74.65497,176.0,POMERENIA SKY,A8MG6,70.0,208.0,29.0
354455000,2022-01-29T00:05:43,30.11453,-90.98465,291.0,CENTURY DREAM,H9TQ,70.0,137.0,23.0
374570000,2022-01-29T00:04:04,48.82979,-123.43649,177.0,ITALIAN BULKER,H3WD,70.0,,
229439000,2022-01-29T00:05:30,42.60142,-70.10451,133.0,OCEAN GLSR,9HA5494,70.0,190.0,32.0
538005152,2022-01-29T00:03:48,30.66887,-88.02993,333.0,SIMURGH,V7BJ6,70.0,189.0,32.0
355716000,2022-01-29T00:05:07,48.71466,-123.52686,198.0,ARCTIC REEFER,3FKW8,70.0,172.0,23.0
477333300,2022-01-29T00:05:38,46.10629,-122.95643,122.0,PAQUETA ISLAND,VRQO8,70.0,189.0,32.0
215352000,2022-01-29T00:04:50,32.2116,-79.68194,2.0,CMA CGM BRAZIL,9HA5075,70.0,366.0,51.0
636020257,2022-01-29T00:05:14,30.61627,-119.20297,295.0,SEATTLE EXPRESS,A8PS5,71.0,293.0,32.0
636092995,2022-01-29T00:04:19,36.54715,-75.12309,125.0,ARTEMIS,A8OP7,70.0,209.0,30.0
538007072,2022-01-29T00:05:19,48.72773,-123.55708,17.0,YOUNGHEUNG,V7MA7,70.0,291.0,45.0
566208000,2022-01-29T23:59:45,23.11395,-118.96021,102.0,CEMTEX HONOR,9V2766,70.0,228.0,36.0
477293200,2022-01-29T00:04:19,32.66391,-79.48708,319.0,OOCL SINGAPORE,VRMX7,70.0,366.0,48.0
374106000,2022-01-29T00:04:19,29.93257,-89.99396,314.0,CENTURY GOLD,3EYZ9,70.0,137.0,
566208000,2022-01-29T00:05:23,23.1143,-118.96185,102.0,CEMTEX HONOR,9V2766,70.0,228.0,36.0
357658000,2022-01-29T00:04:56,45.63909,-122.77788,230.0,MARLIN V,3EYO3,70.0,199.0,32.0
636092311,2022-01-29T00:05:24,33.72809,-118.14657,250.0,INDUSTRIAL RANGER,D5A68,70.0,134.0,21.0
563064600,2022-01-29T00:04:12,49.28751,-123.19746,3.0,CEMTEX SINCERITY,9V8671,70.0,229.0,32.0
636021244,2022-01-29T00:05:51,48.2212,-123.86248,92.0,YM TOGETHER,5LCZ4,70.0,333.0,48.0
219086000,2022-01-29T00:04:43,36.80788,-75.26379,121.0,SANTA ROSA,OXMP2,74.0,300.0,43.0
477915900,2022-01-29T00:05:51,29.53728,-89.75953,322.0,PEKIN,VRPJ3,70.0,179.0,
538009534,2022-01-29T00:05:15,29.71416,-89.9882,337.0,FLORENTIA,V7A4858,70.0,200.0,32.0
636019085,2022-01-29T00:04:54,25.7661,-80.15623,92.0,MAERSK SUPERIOR,D5SW3,72.0,304.0,40.0
240963000,2022-01-29T00:05:23,29.87287,-89.93807,100.0,AGIOS NIKOLAS,SVAV5,70.0,225.0,32.0
538005604,2022-01-29T00:05:22,27.93025,-82.43388,132.0,IKAN LEBAN,V7FJ7,70.0,177.0,28.0
373230000,2022-01-29T00:05:39,30.17593,-85.72878,91.0,SPRING BREEZE,3FIJ9,70.0,176.0,28.0
256930000,2022-01-29T00:04:15,36.85058,-75.67215,15.0,COSCO YANTIAN,9HA4039,70.0,350.0,42.0
371923000,2022-01-29T00:04:57,26.06046,-80.13049,511.0,BAHAMAS EXPRESS,HP5898,70.0,57.0,11.0
533180059,2022-01-29T00:04:12,29.72568,-95.26964,95.0,ECO DYNAMIC,9MQS5,70.0,177.0,28.0
636013693,2022-01-29T23:59:35,27.97252,-115.97103,343.0,YM UNIFORM,A8OR8,70.0,333.0,42.0
256937000,2022-01-29T00:05:46,32.68168,-78.89037,50.0,COSCO BEIJING,9HA4041,70.0,350.0,42.0
255726000,2022-01-29T00:04:48,28.83362,-89.36608,140.0,CRYSTAL CONFIDENCE,CQIO,70.0,179.0,30.0
356639000,2022-01-29T00:05:11,21.27999,-67.89461,46.0,COOL EAGLE,H9PJ,70.0,189.0,30.0
311039000,2022-01-29T00:05:39,38.90678,-124.41988,310.0,CRYSTAL RAY,C6RI2,70.0,199.0,32.0
369390000,2022-01-29T00:04:56,32.92317,-77.75583,236.0,SAFMARINE MAFADI,VROX9,71.0,292.0,32.0
316034846,2022-01-29T00:04:29,44.57622,-82.46515,148.0,ALGOMA NIAGARA,CFFO,70.0,226.0,24.0
357559000,2022-01-29T00:05:06,49.29818,-123.17927,6.0,SHOHAKU,3FWP8,70.0,235.0,43.0
416498000,2022-01-29T00:04:59,47.2543,-122.37849,91.0,EVER LYRIC,BKKH,70.0,334.0,45.0
355578000,2022-01-29T00:04:46,33.62917,-118.0773,281.0,STAR MARU,3EBD2,70.0,200.0,32.0
636020334,2022-01-29T00:04:50,29.21002,-94.62358,3.0,MSC SHRISTI,D5YT3,70.0,294.0,32.0
316034846,2022-01-29T00:05:35,44.57252,-82.46208,149.0,ALGOMA NIAGARA,CFFO,70.0,226.0,24.0
352001003,2022-01-29T00:05:05,39.26498,-76.57162,88.0,INDIGO I,3E2408,75.0,125.0,20.0
338293000,2022-01-29T00:03:40,28.73006,-88.91659,249.0,OCEAN EVOLUTION,WDJ5527,70.0,108.0,22.0
356010000,2022-01-29T00:03:43,29.77157,-93.34518,356.0,GREEN WORLD,3FXF5,70.0,199.0,32.0
416467000,2022-01-29T00:04:34,36.44133,-123.5005,40.0,YM UBIQUITY,BLHM,70.0,333.0,42.0
538009292,2022-01-29T00:03:43,32.07977,-81.06267,259.0,CLIPPER HONG KONG,V7A4554,70.0,190.0,28.0
367066970,2022-01-29T00:04:40,18.44774,-66.09081,511.0,BROOKLYN MCALLISTER,WSB4047,70.0,35.0,10.0
368836000,2022-01-29T00:04:18,39.20935,-125.08999,160.0,BOB HOPE,NHNM,70.0,289.0,32.0
369928000,2022-01-29T00:04:31,40.45436,-74.05174,27.0,MEDGAR EVERS,NVRS,70.0,210.0,32.0
219192000,2022-01-29T00:04:07,30.07696,-90.90332,336.0,THOR SWAN,OUYY2,70.0,83.0,13.0
636018807,2022-01-29T00:03:37,36.67371,-123.81214,52.0,DEBUSSY,A8UL5,72.0,262.0,32.0
371965000,2022-01-29T00:04:41,30.67788,-88.03612,167.0,THEMIS LEADER,3FCI5,70.0,199.0,32.0
248647000,2022-01-29T00:05:16,30.71392,-88.0429,301.0,SEVEN LADY,9HA4742,70.0,183.0,32.0
368836000,2022-01-29T00:05:20,39.20513,-125.08813,160.0,BOB HOPE,NHNM,70.0,289.0,32.0
245227000,2022-01-29T00:05:53,30.7492,-81.00053,84.0,SOMERS ISLES,PHOX,70.0,99.0,15.0
316044371,2022-01-29T00:05:08,42.26364,-83.10536,21.0,HARVEST SPIRIT,VDAY,70.0,152.0,22.0
355256000,2022-01-29T00:05:05,25.16204,-79.91818,207.0,NORD CHESAPEAKE,3FYO7,70.0,199.0,
538006385,2022-01-29T00:05:00,49.28934,-123.0787,180.0,MEDUSA,V7MM5,70.0,228.0,32.0
414771000,2022-01-29T00:04:17,33.62237,-118.22725,49.0,BAO AN LING,BRJK,70.0,189.0,32.0
368408000,2022-01-29T00:04:56,26.11116,-80.12069,511.0,OCEAN TRANSPORT,WDC4502,70.0,56.0,12.0
311054300,2022-01-29T00:05:00,31.93494,-80.64675,120.0,GLOVIS CARAVEL,C6ZE7,70.0,199.0,32.0
352986140,2022-01-29T00:04:21,29.91659,-90.08662,252.0,NORSE IJMUIDEN,3E3907,70.0,180.0,32.0
636018807,2022-01-29T00:04:46,36.67379,-123.81203,52.0,DEBUSSY,A8UL5,72.0,262.0,32.0
538004652,2022-01-29T00:04:47,38.67778,-76.41967,164.0,TWINKLE ISLAND,V7YG2,70.0,228.0,32.0
567556000,2022-01-29T00:06:05,48.97722,-123.77603,134.0,THOR FUTURE,HSB6314,70.0,189.0,32.0
566953000,2022-01-29T00:04:23,36.48714,-124.40015,228.0,APL COLUMBUS,9V9920,70.0,328.0,45.0
311044300,2022-01-29T00:05:33,39.2595,-76.56933,307.0,ARACARI ARROW,C6YT2,70.0,199.0,30.0
566953000,2022-01-29T00:05:33,36.48414,-124.40373,228.0,APL COLUMBUS,9V9920,70.0,328.0,45.0
548667000,2022-01-29T00:04:26,30.06515,-88.06502,341.0,IVS PEBBLE BEACH,DYAQ,70.0,200.0,32.0
316029000,2022-01-29T00:04:03,42.8807,-79.2483,511.0,CSL NIAGARA,VCGJ,70.0,225.0,23.0
258011000,2022-01-29T00:04:57,30.98223,-81.2288,309.0,STAR LOFOTEN,LAQL7,70.0,204.0,32.0
311001006,2022-01-29T00:04:07,26.69701,-83.43076,207.0,DOLE AZTEC,C6EU7,70.0,195.0,32.0
235114799,2022-01-29T00:05:21,29.9394,-90.3564,291.0,BERGE ANNUPURI,2JCR2,70.0,179.0,
210581000,2022-01-29T00:04:25,46.21215,-123.79342,70.0,CAPE RACE,5BRQ3,70.0,229.0,32.0
563048400,2022-01-29T00:05:16,30.58607,-118.18517,10.0,ONE OLYMPUS,9VPQ7,70.0,335.0,44.0
316043882,2022-01-29T00:05:53,45.8179,-84.23279,103.0,ALGOMA INTREPID,VABC,70.0,198.0,24.0
374512000,2022-01-29T00:03:46,28.94824,-89.39896,29.0,AMSTEL STORK,3FOP7,70.0,199.0,
477742700,2022-01-29T00:04:22,49.1806,-122.91838,19.0,DARYA JYOTI,VRGM9,70.0,228.0,32.0
209470000,2022-01-29T00:05:40,26.0716,-80.11507,181.0,MSC BOSPHORUS,5BDF5,71.0,300.0,40.0
209470000,2022-01-29T00:04:28,26.07163,-80.11503,181.0,MSC BOSPHORUS,5BDF5,71.0,300.0,40.0
677062300,2022-01-29T00:04:45,25.79703,-80.24625,511.0,PEPIN EXPRESS,5IM723,70.0,90.0,13.0
538009191,2022-01-29T00:05:14,40.68167,-74.14815,129.0,SEAMAX BRIDGEPORT,V7A4432,70.0,323.0,43.0
636016199,2022-01-29T00:05:12,29.20108,-94.65813,5.0,HAMBURG BAY,D5EY9,70.0,293.0,40.0
255806030,2022-01-29T00:04:36,41.29431,-72.90661,98.0,HELENA G,CQIP5,70.0,199.0,23.0
354093000,2022-01-29T00:05:33,29.82016,-90.00365,6.0,DREAM OCEAN,3FBK4,79.0,180.0,28.0
229814000,2022-01-29T23:59:47,32.71161,-117.82007,344.0,LA SAUTERNAIS,9HA3633,70.0,179.0,
255805860,2022-01-29T00:05:26,30.70541,-88.03644,181.0,RUBINA,CQZG,70.0,180.0,32.0
257087080,2022-01-29T00:05:36,37.2203,-76.12963,106.0,ORION,LAIS8,70.0,189.0,32.0
566837000,2022-01-29T00:05:48,30.70667,-88.04179,299.0,SEA CARRIER,9V7734,70.0,107.0,18.0
636092950,2022-01-29T00:05:52,29.56507,-93.26657,322.0,RANGER,D5WU6,70.0,229.0,32.0
636014059,2022-01-29T00:05:48,36.34169,-123.73696,28.0,CMA CGM TURQUOISE,A8RB5,70.0,259.0,32.0
373840000,2022-01-29T00:05:57,47.29051,-122.42556,142.0,PACIFIC ISLAND,3FJF6,70.0,179.0,29.0
563092300,2022-01-29T00:04:34,37.51286,-123.78588,181.0,MAJULAH HARBOURFRONT,9V6485,70.0,229.0,32.0
636019986,2022-01-29T00:04:39,38.60555,-125.22576,183.0,YM TIPTOP,D5XC7,70.0,332.0,48.0
477692500,2022-01-29T00:05:01,46.10367,-122.95067,118.0,NANAIMO BAY,VRQF5,70.0,,
431986000,2022-01-29T00:05:02,29.6955,-80.75361,330.0,ONE STORK,7KCR,70.0,364.0,51.0
538007581,2022-01-29T00:04:48,34.62049,-76.64078,12.0,CLIPPER TALENT,V7VG4,70.0,178.0,28.0
373064000,2022-01-29T00:05:45,41.26233,-127.73479,313.0,RED AZALEA,H3PC,70.0,199.0,32.0
563050400,2022-01-29T00:04:49,39.89972,-75.1352,200.0,MONTE ALEGRE,S6BH,71.0,272.0,40.0
671087100,2022-01-29T00:04:58,18.40752,-64.84823,511.0,WATER SPIRIT 2,5VGA7,70.0,70.0,18.0
538002853,2022-01-29T00:04:59,48.79031,-123.23213,63.0,AZUR,V7MH4,70.0,224.0,32.0
255806502,2022-01-29T00:04:44,26.67291,-116.48144,262.0,MSC SIYA B,CQEW3,71.0,330.0,48.0
370269000,2022-01-29T00:06:04,26.50916,-79.69544,511.0,CAPE EXPRESS,HO5337,70.0,59.0,11.0
246456000,2022-01-29T00:05:25,34.19664,-77.95528,353.0,SLOTERGRACHT,PDBP,70.0,168.0,25.0
538004922,2022-01-29T00:05:28,29.90019,-89.91108,345.0,PRETTY UNIVERSE,V7ZV3,70.0,179.0,29.0
355747000,2022-01-29T00:04:39,38.03746,-122.1233,246.0,POLA AUGUSTA,3FYI9,79.0,177.0,28.0
538004921,2022-01-29T00:06:08,41.02495,-73.88384,188.0,PRETTY TEAM,V7ZV2,70.0,179.0,29.0
538008453,2022-01-29T00:05:30,29.95094,-90.30651,235.0,ND ARISTEIA,V7A2374,70.0,200.0,32.0
564220000,2022-01-29T00:06:33,27.90575,-82.4271,181.0,THOR MERCURY,9V2557,70.0,189.0,32.0
255806062,2022-01-29T00:05:40,26.0893,-80.11987,179.0,AS LAETITIA,CQIT4,70.0,139.0,22.0
316004370,2022-01-29T00:05:09,43.21641,-79.20755,238.0,G3 MARQUIS,XJBO,70.0,225.0,23.0
636016437,2022-01-29T00:04:35,32.90275,-79.95855,39.0,MSC VIDISHA R,A8IY4,70.0,281.0,32.0
636013693,2022-01-29T00:04:15,27.97154,-115.97064,343.0,YM UNIFORM,A8OR8,70.0,333.0,42.0
215181000,2022-01-29T00:06:08,37.09567,-74.96363,124.0,CMA CGM J. ADAMS,9HA4999,71.0,366.0,48.0
368099430,2022-01-29T00:05:07,29.14078,-90.19648,342.0,AXIS,WDK8997,70.0,60.0,14.0
477172300,2022-01-29T00:05:09,29.83698,-89.99373,24.0,CLIPPER PANORAMA,VRRU8,70.0,180.0,30.0
538006059,2022-01-29T00:05:57,33.76163,-118.25227,247.0,CLIPPER KALAVRYTA,V7JJ6,70.0,199.0,
257350000,2022-01-29T00:05:36,20.61135,-66.23368,221.0,STAR KILIMANJARO,LAIG7,70.0,208.0,32.0
305121000,2022-01-29T00:05:34,36.13614,-75.17884,344.0,SJARD,V2CV8,70.0,143.0,23.0
538003886,2022-01-29T00:05:18,30.66657,-88.033,163.0,MOL MAXIM,V7TU3,70.0,302.0,43.0
538005968,2022-01-29T00:06:06,36.41978,-75.03656,310.0,BALTIC SCORPION,V7IN9,70.0,199.0,
636021127,2022-01-29T00:06:46,29.22294,-94.64651,14.0,OUTRIDER,5LCK9,70.0,179.0,28.0
636090862,2022-01-29T00:04:41,37.79803,-122.32261,286.0,JPO LIBRA,A8GU7,70.0,264.0,32.0
636090862,2022-01-29T00:05:51,37.79802,-122.32261,286.0,JPO LIBRA,A8GU7,70.0,264.0,32.0
636018518,2022-01-29T00:06:10,37.19585,-76.12346,120.0,MEDI GINEVRA,D5QB3,70.0,229.0,36.0
371649000,2022-01-29T00:05:18,49.2815,-123.19211,339.0,IVS HAYAKITA,3FHS5,70.0,,
241123000,2022-01-29T00:04:46,49.29432,-123.2043,350.0,ANANGEL OCEAN,SVBI2,70.0,249.0,43.0
636017150,2022-01-29T00:05:09,33.68738,-118.11324,265.0,ALEXANDROS P,D5JN7,70.0,,
477023600,2022-01-29T00:04:28,48.13268,-123.43507,81.0,OTAGO BAY,VRQK3,70.0,,
367313160,2022-01-29T00:04:41,48.14884,-122.52525,511.0,SAN JUAN ENTERPRISE,WDD9563,70.0,27.0,6.0
431647000,2022-01-29T00:04:37,30.40285,-81.41899,95.0,AURIGA LEADER,7KJB,70.0,199.0,32.0
248403000,2022-01-29T00:05:28,29.73535,-95.27734,157.0,PARANDOWSKI,9HA4641,70.0,199.0,27.0
477770700,2022-01-29T00:04:19,33.37211,-117.89893,215.0,COSCO MALAYSIA,VRGV9,70.0,334.0,42.0
316036089,2022-01-29T00:04:44,45.84207,-84.41375,102.0,ALGOMA SAULT,VBCD,70.0,226.0,24.0
371929000,2022-01-29T00:04:44,47.27405,-122.4085,134.0,MSC ELAINE,3EVH7,79.0,340.0,46.0
352978240,2022-01-29T00:04:38,29.72087,-95.23946,246.0,TBC PRAISE,3E3353,79.0,183.0,28.0
311349000,2022-01-29T00:04:05,49.2981,-123.04023,101.0,WESTWOOD RAINIER,C6SI3,70.0,200.0,31.0
414195000,2022-01-29T23:59:51,33.35873,-118.06,339.0,REN JIAN 8,BVKQ5,70.0,264.0,32.0
371929000,2022-01-29T00:05:55,47.27402,-122.40848,134.0,MSC ELAINE,3EVH7,79.0,340.0,46.0
538009011,2022-01-29T00:04:41,29.79702,-90.0109,18.0,MINOAS,V7A4195,70.0,190.0,32.0
636019765,2022-01-29T00:05:33,49.29203,-123.21681,335.0,KEY SONORITY,D5WB2,70.0,229.0,32.0
367389840,2022-01-29T00:04:44,37.92313,-122.36702,511.0,EINAR,WDE7163,70.0,,
373035000,2022-01-29T00:05:59,18.74431,-66.17069,160.0,RIGEL LEADER,3FBT6,70.0,199.0,32.0
440067000,2022-01-29T00:05:40,49.0151,-123.15532,212.0,HL RICHARDS BAY,D7NN,70.0,269.0,43.0
371799000,2022-01-29T00:05:54,31.96695,-80.39837,6.0,GEORGE WASHINGTON BR,3EES2,70.0,284.0,40.0
373035000,2022-01-29T00:04:49,18.74457,-66.17038,158.0,RIGEL LEADER,3FBT6,70.0,199.0,32.0
312666000,2022-01-29T00:05:16,39.91709,-75.13478,97.0,OCEAN FORCE,V3WI7,70.0,106.0,19.0
304972000,2022-01-29T00:04:50,26.53192,-79.95723,181.0,ALDEBARAN J,V2CB5,79.0,140.0,24.0
403526001,2022-01-29T00:05:33,33.40711,-77.57312,86.0,BAHRI TABUK,HZEX,70.0,220.0,32.0
477197100,2022-01-29T00:05:17,32.0908,-81.10257,139.0,MAERSK NIAMEY,VREX7,70.0,210.0,30.0
563079000,2022-01-29T00:05:08,29.17378,-117.075,253.0,NYK ROMULUS,9V7644,70.0,294.0,32.0
319029800,2022-01-29T00:05:41,30.39162,-91.2189,38.0,EQUINOX DREAM,ZGBS8,70.0,196.0,32.0
367777470,2022-01-29T00:05:59,48.01499,-122.5399,181.0,NUNANIQ,WDJ4412,70.0,42.0,14.0
369209000,2022-01-29T00:04:35,43.94232,-125.97377,181.0,KAIMANA HILA,WDJ3199,70.0,260.0,35.0
416467000,2022-01-29T00:05:44,36.44133,-123.5005,40.0,YM UBIQUITY,BLHM,70.0,333.0,42.0
367066970,2022-01-29T00:05:51,18.44776,-66.09081,511.0,BROOKLYN MCALLISTER,WSB4047,70.0,35.0,10.0
311008600,2022-01-29T00:04:28,44.26098,-125.27476,176.0,VIOLET ACE,C6XG3,70.0,189.0,32.0
477230300,2022-01-29T00:04:37,29.9263,-90.18855,255.0,CL JUDY,VRSE3,70.0,199.0,32.0
636020476,2022-01-29T00:05:26,49.30799,-123.19991,155.0,ARGUS,D5ZK3,71.0,300.0,40.0
215657000,2022-01-29T00:05:59,32.52229,-79.54968,347.0,CMA CGM THALASSA,9HA5230,71.0,347.0,46.0
538005113,2022-01-29T00:05:23,29.94368,-80.19828,150.0,ALGOMA VISION,V7BC3,70.0,228.0,32.0
563091200,2022-01-29T00:04:47,38.02865,-121.76705,260.0,ORIENT PRIMA,9V6462,70.0,225.0,32.0
209513000,2022-01-29T00:04:45,25.74959,-79.28675,511.0,OCEAN PEARL,C4BQ2,70.0,169.0,27.0
210558000,2022-01-29T00:04:53,30.04699,-90.59345,63.0,KIBALI,5BHX3,70.0,190.0,32.0
563008600,2022-01-29T00:05:17,29.93677,-90.14196,359.0,AOM BIANCA,9V3783,70.0,,
305561000,2022-01-29T00:05:42,30.0717,-90.89947,329.0,BBC EMSLAND,V2QD7,70.0,145.0,18.0
365729424,2022-01-29T00:05:07,30.08083,-94.08993,108.0,CAPE TAYLOR,WZSB,70.0,193.0,27.0
636019849,2022-01-29T00:04:12,35.42242,-74.77647,2.0,SARA,D5WL3,70.0,229.0,30.0
355489000,2022-01-29T00:05:55,19.47735,-66.41528,252.0,AURORA BULKER,HPTR,70.0,177.0,28.0
354886000,2022-01-29T00:04:21,31.34706,-117.72471,9.0,COSCO EUROPE,3EOC5,70.0,349.0,45.0
636092963,2022-01-29T00:04:38,30.35012,-89.0884,146.0,JASMUND,D5XT6,70.0,180.0,30.0
538009575,2022-01-29T00:06:09,34.71381,-75.49581,219.0,MURCIA CARRIER,V7A4911,70.0,100.0,30.0
538009119,2022-01-29T00:04:17,37.17155,-76.12429,114.0,ARMONIA.GR,V7A4344,70.0,199.0,32.0
564415000,2022-01-29T00:04:23,29.62201,-89.91331,303.0,THOR MAGNHILD,9V2628,70.0,190.0,32.0
671297100,2022-01-29T00:05:53,25.79591,-80.24481,511.0,SANTA MARIA XPRESS,5VIE3,70.0,48.0,10.0
372918000,2022-01-29T00:05:09,27.9481,-82.44203,0.0,CS FORTUNE,3FPZ3,70.0,182.0,28.0
353163000,2022-01-29T00:05:28,30.08081,-88.08894,339.0,NORD CETUS,3EWE5,70.0,245.0,43.0
377913000,2022-01-29T00:05:22,20.54272,-68.57245,122.0,TROPIC UNITY,J8PE4,70.0,159.0,22.0
338078000,2022-01-29T00:05:06,40.66076,-74.15247,117.0,MAERSK ATLANTA,WNTL,70.0,299.0,40.0
538005154,2022-01-29T00:06:27,29.88044,-89.95256,101.0,CAPETAN GIORGIS,V7BJ9,70.0,225.0,32.0
338796000,2022-01-29T00:06:15,21.31279,-157.87913,123.0,MATSONIA,KIAB,70.0,265.0,35.0
636020327,2022-01-29T00:04:28,36.9164,-75.2011,257.0,C HAMBURG,D5WM7,71.0,334.0,43.0
373721000,2022-01-29T00:05:21,40.67778,-74.14477,309.0,EVER LADEN,3FXM3,70.0,334.0,45.0
311000358,2022-01-29T00:05:11,46.20709,-126.78197,88.0,BTG DENALI,C6BT4,70.0,229.0,32.0
538005907,2022-01-29T00:04:39,24.00722,-80.94193,48.0,GLORY HARVEST,V7IA7,70.0,199.0,32.0
538002125,2022-01-29T00:05:18,28.69411,-89.35607,344.0,MILETUS,V7UI6,70.0,189.0,32.0
477721200,2022-01-29T00:06:01,47.33847,-122.4752,227.0,AMOY SUNNY,VRUA7,70.0,225.0,32.0
477137800,2022-01-29T00:04:33,29.74781,-95.17379,58.0,XIU YU HAI,,70.0,182.0,
215869000,2022-01-29T00:05:47,37.55696,-123.87614,342.0,SEASTAR VALIANT,9HA5342,79.0,180.0,30.0
209497000,2022-01-29T00:05:58,29.74062,-95.11435,44.0,NAVIOS TAURUS,5BMN5,79.0,225.0,32.0
538007628,2022-01-29T00:05:22,33.70504,-118.13121,237.0,NAVIOS AMARANTH,V7VR3,73.0,260.0,32.0
440057000,2022-01-29T00:05:32,46.1932,-124.39194,265.0,OCEAN JIN,D7MH,70.0,115.0,17.0
563059100,2022-01-29T00:05:17,29.99648,-90.43624,284.0,CASSIOPEIA OCEAN,9V2564,70.0,229.0,32.0
440057000,2022-01-29T00:04:29,46.19349,-124.38706,265.0,OCEAN JIN,D7MH,70.0,115.0,17.0
367799380,2022-01-29T00:04:43,18.45022,-66.10076,134.0,TAINO,WDJ6598,70.0,220.0,32.0
367059850,2022-01-29T00:06:04,29.3684,-89.16389,511.0,ANNETTE_ADAMS,WDC6696,70.0,26.0,8.0
351550000,2022-01-29T00:05:18,38.49342,-74.64146,39.0,GENIUS STAR XII,3FDB3,70.0,124.0,20.0
373494000,2022-01-29T00:06:39,29.94128,-89.99847,309.0,AFRICAN SETO,3FAY3,70.0,199.0,32.0
477637500,2022-01-29T00:05:32,29.94103,-90.37436,112.0,OCEAN FORTUNE,VRNS6,70.0,179.0,30.0
311001000,2022-01-29T00:04:06,30.67722,-81.46465,28.0,BALTIC PATRIOT,C6ET9,79.0,150.0,22.0
255805678,2022-01-29T00:05:38,31.74115,-79.55277,179.0,BUXCLIFF,CQEC,70.0,299.0,40.0
353499000,2022-01-29T00:04:17,29.91168,-90.10807,271.0,MSC DAMLA,HOCR,70.0,293.0,40.0
636017505,2022-01-29T00:05:20,30.76235,-117.95951,46.0,TINTIN,D5LH5,70.0,238.0,32.0
636018268,2022-01-29T00:06:15,29.27827,-94.4786,322.0,MSC JEANNE,D5OY3,74.0,195.0,32.0
477637500,2022-01-29T00:06:36,29.93944,-90.36986,112.0,OCEAN FORTUNE,VRNS6,70.0,179.0,30.0
244224000,2022-01-29T00:05:26,29.78459,-85.77908,182.0,WAALBORG,PBET,70.0,107.0,18.0
432669000,2022-01-29T00:06:46,46.1645,-123.2347,54.0,HESTIA LEADER,7JDY,70.0,199.0,32.0
636017505,2022-01-29T23:59:42,30.76232,-117.9595,46.0,TINTIN,D5LH5,70.0,238.0,32.0
311351000,2022-01-29T00:06:12,49.29777,-123.03648,103.0,WESTWOOD VICTORIA,C6SI6,70.0,199.0,31.0
563103900,2022-01-29T00:05:03,29.91333,-90.12647,284.0,PAC SEGINUS,9V6225,70.0,179.0,27.0
354056000,2022-01-29T00:05:30,48.98097,-123.78703,150.0,JP VERDURE,3FSW7,70.0,229.0,38.0
212347000,2022-01-29T00:05:42,48.49773,-125.7091,110.0,HYUNDAI TOKYO,5BZK3,70.0,303.0,40.0
367531780,2022-01-29T00:04:57,29.83769,-91.1818,315.0,POSEIDON,WDG3989,70.0,21.0,7.0
305472000,2022-01-29T00:04:59,29.71883,-95.24535,299.0,INDUSTRIAL EDGE,V2EL9,70.0,139.0,20.0
538002631,2022-01-29T00:05:30,49.01815,-123.62872,317.0,STAR JENNIFER,V7KK2,70.0,229.0,32.0
236111881,2022-01-29T00:06:20,24.93517,-79.62753,359.0,PAGLIA,ZDNC2,70.0,182.0,31.0
374512000,2022-01-29T00:04:56,28.95122,-89.39701,31.0,AMSTEL STORK,3FOP7,70.0,199.0,
352306000,2022-01-29T00:06:09,26.6638,-79.89282,140.0,CARIB WARRIOR,HP8134,79.0,64.0,14.0
366733250,2022-01-29T00:06:07,40.10245,-74.04194,511.0,ATLANTIC SURVEYOR,WTR5417,70.0,31.0,7.0
367689230,2022-01-29T00:06:09,29.69187,-91.09974,511.0,SHELF VENTURE,WDI3525,79.0,0.0,0.0
636020868,2022-01-29T00:05:25,32.61627,-79.45718,326.0,PORTO KAGIO,5LBC6,71.0,279.0,40.0
367531780,2022-01-29T00:06:06,29.83838,-91.18263,315.0,POSEIDON,WDG3989,70.0,21.0,7.0
215639000,2022-01-29T00:05:53,30.6588,-88.03228,359.0,AOM ELENA,9HA5220,70.0,255.0,43.0
565929000,2022-01-29T00:05:52,30.33877,-91.21592,253.0,THOR ACHIEVER,9V8781,70.0,190.0,32.0
538008892,2022-01-29T00:05:13,30.65733,-88.03239,181.0,BASIC GLORY,V7A2879,70.0,229.0,32.0
