MMSI,BaseDateTime,LAT,LON,Heading,VesselName,CallSign,VesselType,Length,Width
215240000,2022-01-29T00:41:56,33.7343,-118.249,249.0,CMA CGM GEORGIA,9HA5027,74.0,294.0,32.0
371923000,2022-01-29T00:42:06,26.06046,-80.13035,511.0,BAHAMAS EXPRESS,HP5898,70.0,57.0,11.0
215639000,2022-01-29T00:41:54,30.65885,-88.03227,359.0,AOM ELENA,9HA5220,70.0,255.0,43.0
366938770,2022-01-29T00:39:55,41.67885,-82.32775,310.0,H LEE WHITE,WZD2465,70.0,214.0,23.0
209497000,2022-01-29T00:39:00,29.74063,-95.11432,44.0,NAVIOS TAURUS,5BMN5,79.0,225.0,32.0
305140000,2022-01-29T00:38:18,24.45219,-80.26223,58.0,TUCANA J,V2CX7,70.0,139.0,22.0
370407000,2022-01-29T00:39:48,37.81124,-122.32198,39.0,MOL CONTINUITY,3ESS2,70.0,320.0,46.0
636021442,2022-01-29T00:38:26,49.30036,-123.04454,298.0,TINA IV,3EYG,79.0,225.0,32.0
538007854,2022-01-29T00:39:56,29.55951,-89.78251,316.0,ALPHA HERO,V7KA4,70.0,229.0,32.0
477172300,2022-01-29T00:38:10,29.83696,-89.99371,24.0,CLIPPER PANORAMA,VRRU8,70.0,180.0,30.0
636020868,2022-01-29T00:38:25,32.61613,-79.45733,330.0,PORTO KAGIO,5LBC6,71.0,279.0,40.0
565929000,2022-01-29T00:40:03,30.40093,-91.20897,28.0,THOR ACHIEVER,9V8781,70.0,190.0,32.0
316034846,2022-01-29T00:40:04,44.45618,-82.36633,148.0,ALGOMA NIAGARA,CFFO,70.0,226.0,24.0
371608000,2022-01-29T00:41:47,29.75925,-93.89821,108.0,NORTHERN HIGHWAY,3EVE6,70.0,188.0,28.0
236111881,2022-01-29T00:42:40,25.00139,-79.6155,356.0,PAGLIA,ZDNC2,70.0,182.0,31.0
565929000,2022-01-29T00:38:52,30.39819,-91.21089,30.0,THOR ACHIEVER,9V8781,70.0,190.0,32.0
538009071,2022-01-29T00:41:58,30.16117,-88.05311,15.0,ROMY,V7A4272,70.0,180.0,30.0
370193000,2022-01-29T00:41:21,29.99633,-90.43152,289.0,MARTHA,3FXA7,70.0,228.0,32.0
636020988,2022-01-29T00:39:44,49.30063,-123.07197,97.0,FANTASEA,5LBS2,70.0,225.0,32.0
255806338,2022-01-29T00:41:26,31.89285,-117.63439,0.0,MSC AURIGA,CQEB7,70.0,366.0,51.0
316034846,2022-01-29T00:38:58,44.45991,-82.36938,149.0,ALGOMA NIAGARA,CFFO,70.0,226.0,24.0
368112890,2022-01-29T00:40:28,21.12383,-158.59983,236.0,KAHANA II,WDL2528,70.0,67.0,14.0
636015514,2022-01-29T00:39:04,36.90898,-76.32714,172.0,HYUNDAI HONOUR,D5BF7,71.0,366.0,48.0
477392200,2022-01-29T00:41:23,30.05444,-90.5769,265.0,JUNE LOONG,VRSY8,70.0,227.0,32.0
431027000,2022-01-29T00:39:52,33.75384,-118.26385,44.0,ONE THESEUS,7KIL,70.0,304.0,40.0
316030628,2022-01-29T00:40:05,48.85256,-123.44608,152.0,SALISH RAVEN,CFDL,70.0,,
636017539,2022-01-29T00:41:22,29.30232,-94.30277,39.0,SIEM CICERO,D5LL4,70.0,,
538007455,2022-01-29T00:40:09,29.94198,-90.31031,226.0,HELGA BULKER,V7OR2,70.0,,
211779000,2022-01-29T00:40:14,32.59595,-79.49928,328.0,NORTHERN MAJESTIC,DCPP2,70.0,300.0,40.0
636020079,2022-01-29T00:39:41,42.33553,-70.95584,75.0,UBC CHILE,D5XO3,70.0,132.0,22.0
636092910,2022-01-29T00:41:35,29.18435,-94.63448,350.0,CMACGM SAN FRANCISCO,D5TZ4,70.0,299.0,40.0
235093619,2022-01-29T00:40:09,34.2582,-76.01754,55.0,EVER LEADING,2FRK8,70.0,334.0,45.0
219086000,2022-01-29T00:41:43,36.7994,-75.28113,124.0,SANTA ROSA,OXMP2,74.0,300.0,43.0
636019493,2022-01-29T00:36:35,36.82989,-75.56416,19.0,GSL GRANIA,D5QI5,70.0,300.0,42.0
255805678,2022-01-29T00:39:19,31.58699,-79.54682,179.0,BUXCLIFF,CQEC,70.0,299.0,40.0
244561000,2022-01-29T00:40:23,23.22111,-82.6717,256.0,VANQUISH,PHOW,70.0,99.0,15.0
231789000,2022-01-29T00:37:31,43.64759,-70.25668,218.0,LAGARFOSS,OZ2187,79.0,141.0,23.0
345070401,2022-01-29T00:40:55,29.54604,-90.70046,356.0,CAPT JOHN,XCBP7,79.0,40.0,8.0
538009635,2022-01-29T00:37:34,48.3486,-123.3645,102.0,MAGIC PHOENIX,V7A4981,70.0,225.0,32.0
373351000,2022-01-29T00:23:58,29.60765,-89.86483,290.0,BASIC QUEEN,3FBF,70.0,179.0,29.0
636017062,2022-01-29T00:41:14,32.56324,-79.64386,164.0,CLOVER ACE,D5JC8,70.0,199.0,32.0
441992000,2022-01-29T00:41:36,38.5211,-76.42671,335.0,ASIAN VISION,D8CU,70.0,199.0,32.0
366985000,2022-01-29T00:39:15,45.64301,-122.72383,115.0,FISHER,NHMX,70.0,289.0,32.0
352306000,2022-01-29T00:41:20,26.59972,-79.83347,150.0,CARIB WARRIOR,HP8134,79.0,64.0,14.0
215018000,2022-01-29T00:41:22,17.65867,-66.64962,274.0,STANIS,9HZT6,70.0,195.0,25.0
477914300,2022-01-29T00:39:49,29.7329,-95.27626,163.0,HUANGHAI GLORY,VRKY6,70.0,166.0,27.0
538009176,2022-01-29T00:42:02,29.7397,-95.27938,157.0,STELLAR LADY,V7A4413,70.0,183.0,32.0
636017112,2022-01-29T00:39:08,37.59249,-74.65474,179.0,POMERENIA SKY,A8MG6,70.0,208.0,29.0
477195900,2022-01-29T00:41:19,28.7432,-89.39212,337.0,OCEAN INNOVATION,VRMA9,70.0,179.0,29.0
366971330,2022-01-29T00:40:03,41.69306,-83.46203,511.0,EDGAR B SPEER,WDH7562,70.0,306.0,32.0
338403000,2022-01-29T00:41:36,32.81102,-79.91522,169.0,MAERSK HARTFORD,WMHA,70.0,299.0,40.0
440057000,2022-01-29T00:41:47,46.18534,-124.5669,269.0,OCEAN JIN,D7MH,70.0,115.0,17.0
367353380,2022-01-29T00:23:35,29.46247,-89.68653,511.0,SURVIVOR,WDE4453,70.0,18.0,6.0
477723900,2022-01-29T00:37:53,29.16348,-94.39311,304.0,IRVINE BAY,VRUG6,70.0,180.0,30.0
538003050,2022-01-29T00:39:02,29.60543,-89.85617,293.0,STAR THETA,V7OB2,70.0,189.0,32.0
431989000,2022-01-29T00:39:37,32.97836,-78.33225,270.0,MEISHAN BRIDGE,7KCA,73.0,365.0,51.0
209172000,2022-01-29T00:37:24,49.29025,-123.1862,23.0,AGIOS SPYRIDONAS,5BWU4,79.0,229.0,37.0
357103000,2022-01-29T00:39:46,49.3324,-123.24611,152.0,AMIS KALON,3FHJ4,70.0,189.0,32.0
356108000,2022-01-29T00:41:50,29.94072,-89.99649,354.0,CATHAY MORSKI,3FHE7,70.0,180.0,30.0
308599000,2022-01-29T00:42:00,19.21031,-66.86756,316.0,TALIA,C6VJ6,70.0,199.0,32.0
538009163,2022-01-29T00:39:28,32.60527,-117.18763,260.0,STH MONTREAL,V7A4398,70.0,200.0,32.0
305063000,2022-01-29T00:41:22,46.20258,-123.42728,9.0,HEINO,V2CO9,70.0,138.0,21.0
671087100,2022-01-29T00:41:57,18.4299,-64.93304,511.0,WATER SPIRIT 2,5VGA7,70.0,70.0,18.0
338760000,2022-01-29T00:41:13,30.39728,-81.36775,94.0,ISLA BELLA,WTOI,70.0,233.0,32.0
316001633,2022-01-29T00:41:24,43.02016,-87.89661,30.0,CSL ASSINIBOINE,VCKQ,70.0,225.0,23.0
353275000,2022-01-29T00:41:35,48.95862,-123.61782,222.0,YUAN HAI,3EVT9,70.0,184.0,32.0
477237300,2022-01-29T00:41:39,49.0169,-126.60371,220.0,CANPOTEX INSPIRE,VRSI3,70.0,229.0,32.0
311000358,2022-01-29T00:41:39,46.20688,-126.57775,89.0,BTG DENALI,C6BT4,70.0,229.0,32.0
219086000,2022-01-29T00:39:13,36.8,-75.27982,126.0,SANTA ROSA,OXMP2,74.0,300.0,43.0
477514500,2022-01-29T00:41:29,30.06849,-90.89703,320.0,YANGTZE AMBITION,VRIK9,70.0,179.0,28.0
538005359,2022-01-29T00:40:19,17.96702,-66.63054,118.0,STAR CHALLENGER,V7DA8,79.0,200.0,32.0
538004117,2022-01-29T00:42:28,29.91183,-90.11637,272.0,MOL MOTIVATOR,V7VG6,70.0,302.0,43.0
431986000,2022-01-29T00:39:13,29.78102,-80.80662,330.0,ONE STORK,7KCR,70.0,364.0,51.0
316033419,2022-01-29T00:39:29,49.14423,-123.03378,99.0,SEASPAN SWIFT,CFCV,70.0,148.0,
352980769,2022-01-29T00:38:19,26.0897,-79.92705,101.0,OCEAN EXPRESS,HOA4935,70.0,90.0,16.0
316033419,2022-01-29T00:41:50,49.14418,-123.03371,99.0,SEASPAN SWIFT,CFCV,70.0,148.0,
353941000,2022-01-29T00:39:36,30.00704,-90.83033,353.0,NORD PACIFIC,3FVZ5,70.0,199.0,32.0
374277000,2022-01-29T00:39:37,30.04714,-90.55243,289.0,SWIFTNES,H9RF,70.0,177.0,30.0
538004329,2022-01-29T00:41:14,30.13326,-91.00925,57.0,DORADO,V7WL4,70.0,189.0,32.0
351468000,2022-01-29T00:41:26,26.76676,-80.05122,265.0,CHAMPION III,HO7207,70.0,54.0,18.0
720181000,2022-01-29T00:37:56,25.79959,-80.25006,511.0,MR BENITO,CPA3020,70.0,33.0,10.0
636015019,2022-01-29T00:39:18,37.34722,-75.03414,121.0,EXPRESS ROME,A8YC2,70.0,349.0,45.0
367777470,2022-01-29T00:39:30,48.015,-122.53991,181.0,NUNANIQ,WDJ4412,70.0,42.0,14.0
374512000,2022-01-29T00:37:46,29.03092,-89.33018,39.0,AMSTEL STORK,3FOP7,70.0,199.0,
367777470,2022-01-29T00:40:40,48.01499,-122.53993,182.0,NUNANIQ,WDJ4412,70.0,42.0,14.0
311351000,2022-01-29T00:39:04,49.29778,-123.03649,103.0,WESTWOOD VICTORIA,C6SI6,70.0,199.0,31.0
365729424,2022-01-29T00:41:06,30.08086,-94.08989,108.0,CAPE TAYLOR,WZSB,70.0,193.0,27.0
311000081,2022-01-29T00:39:27,26.27323,-79.38041,192.0,ELIKON,C6AL6,70.0,190.0,32.0
563217000,2022-01-29T00:41:32,27.59045,-83.0945,269.0,FOOCHOW,9V2715,70.0,179.0,
538008132,2022-01-29T00:39:32,32.34975,-124.51727,179.0,CAP SAN JUAN,V7OW7,74.0,332.0,48.0
249893000,2022-01-29T00:38:03,37.95169,-121.33052,266.0,NORDTAJO,9HA4420,70.0,,
538009575,2022-01-29T00:38:57,34.61032,-75.60055,220.0,MURCIA CARRIER,V7A4911,70.0,100.0,30.0
431647000,2022-01-29T00:41:38,30.38847,-81.30486,86.0,AURIGA LEADER,7KJB,70.0,199.0,32.0
636015019,2022-01-29T00:41:37,37.34664,-75.03541,120.0,EXPRESS ROME,A8YC2,70.0,349.0,45.0
477914200,2022-01-29T00:42:04,39.21459,-73.70357,3.0,HUANGHAI PIONEER,VRKY5,70.0,166.0,27.0
538006508,2022-01-29T00:39:01,29.96748,-90.2668,275.0,RED COSMOS,V7NU8,70.0,199.0,
316009090,2022-01-29T00:38:05,48.41734,-89.21765,270.0,ALGOMA EQUINOX,XJBH,70.0,222.0,23.0
367062040,2022-01-29T00:39:36,36.83876,-76.27889,511.0,SKIPPIN SUE,WDC6842,74.0,36.0,9.0
565535000,2022-01-29T00:39:27,47.97508,-122.22843,218.0,ERISKAY,9V2068,70.0,179.0,30.0
220129000,2022-01-29T00:39:28,36.87788,-76.34998,347.0,COLUMBINE MAERSK,OUHC2,70.0,346.0,42.0
369339000,2022-01-29T00:39:53,37.74749,-122.34108,339.0,PRESIDENT KENNEDY,WPKW,71.0,300.0,42.0
431647000,2022-01-29T00:38:08,30.38858,-81.31298,85.0,AURIGA LEADER,7KJB,70.0,199.0,32.0
316009090,2022-01-29T00:41:34,48.41733,-89.21766,270.0,ALGOMA EQUINOX,XJBH,70.0,222.0,23.0
338678000,2022-01-29T00:41:28,36.91622,-76.16837,9.0,DOLORES CHOUEST,WCP8847,70.0,54.0,12.0
538008204,2022-01-29T00:39:48,40.62411,-74.05213,163.0,OLEANDER,V7A2078,70.0,120.0,20.0
636020584,2022-01-29T00:39:59,29.95595,-90.30262,230.0,EVER EXCELLENT,D5ZW4,70.0,229.0,32.0
538008133,2022-01-29T00:39:55,33.75183,-118.2408,251.0,CAP SAN VINCENT,V7XE5,74.0,332.0,48.0
477197100,2022-01-29T00:41:17,32.09083,-81.10258,138.0,MAERSK NIAMEY,VREX7,70.0,210.0,30.0
214182626,2022-01-29T00:41:42,25.79763,-80.24694,312.0,BABUN EXPRESS,ERZZ,70.0,90.0,13.0
255805930,2022-01-29T00:39:30,33.74364,-118.19417,89.0,MSC CLEA,CQID6,70.0,,
311008600,2022-01-29T00:39:16,44.11225,-125.26397,176.0,VIOLET ACE,C6XG3,70.0,189.0,32.0
373970000,2022-01-29T00:39:17,38.03462,-122.36439,237.0,KEN VOYAGER,3FXQ7,70.0,183.0,29.0
477230300,2022-01-29T00:39:17,29.96923,-90.25361,285.0,CL JUDY,VRSE3,70.0,199.0,32.0
215352000,2022-01-29T00:38:39,32.23729,-79.66961,351.0,CMA CGM BRAZIL,9HA5075,70.0,366.0,51.0
538008204,2022-01-29T00:38:43,40.62861,-74.05368,162.0,OLEANDER,V7A2078,70.0,120.0,20.0
229615000,2022-01-29T00:38:41,36.77785,-76.29802,100.0,POLA ONEGA,9HA3451,70.0,180.0,30.0
229615000,2022-01-29T00:41:42,36.77788,-76.298,100.0,POLA ONEGA,9HA3451,70.0,180.0,30.0
371243000,2022-01-29T00:39:32,32.54012,-79.43826,337.0,MSC KOREA,3EBW3,70.0,242.0,32.0
311008600,2022-01-29T00:41:29,44.10268,-125.26321,176.0,VIOLET ACE,C6XG3,70.0,189.0,32.0
352892000,2022-01-29T00:41:32,38.92532,-76.41885,511.0,NAVIOS ALEGRIA,H9GP,70.0,225.0,32.0
257713000,2022-01-29T00:41:55,28.93994,-95.34027,286.0,HOEGH TRIDENT,LAKP7,70.0,200.0,32.0
564945000,2022-01-29T00:41:59,17.71553,-68.99403,317.0,VIKING PRINCESS,9V2630,70.0,117.0,20.0
366235000,2022-01-29T00:41:34,32.84908,-79.93632,58.0,CAPE DOMINGO,WMHV,70.0,207.0,29.0
636018560,2022-01-29T00:24:12,37.7965,-122.31717,108.0,SEALAND GUAYAQUIL,A8QP3,70.0,209.0,30.0
538008204,2022-01-29T00:40:55,40.61941,-74.05053,163.0,OLEANDER,V7A2078,70.0,120.0,20.0
636018807,2022-01-29T00:38:37,36.67552,-123.8089,34.0,DEBUSSY,A8UL5,72.0,262.0,32.0
477213800,2022-01-29T00:38:30,32.55186,-79.57781,337.0,BERLIN BRIDGE,VRIM5,70.0,269.0,35.0
538007449,2022-01-29T00:41:32,37.24262,-76.11749,93.0,GREENWICH EAGLE,V7OH3,70.0,200.0,32.0
248510000,2022-01-29T00:42:00,29.83973,-89.9918,26.0,FOUR OTELLO,9HA4680,70.0,180.0,30.0
636018560,2022-01-29T00:39:12,37.79646,-122.31709,108.0,SEALAND GUAYAQUIL,A8QP3,70.0,209.0,30.0
366576000,2022-01-29T00:40:06,47.26888,-122.41782,317.0,R J PFEIFFER,WRJP,70.0,217.0,32.0
368026000,2022-01-29T00:42:03,36.86576,-76.31607,511.0,BENAVIDEZ,NBHG,70.0,289.0,32.0
215164000,2022-01-29T00:42:18,30.97779,-118.49187,214.0,CMA CGM ANDROMEDA,9HA4989,71.0,364.0,46.0
477636900,2022-01-29T00:40:08,46.11692,-122.97954,130.0,OYSTER BAY,VRQE9,70.0,,
563061300,2022-01-29T00:42:14,33.75747,-118.26003,38.0,ONE ORPHEUS,9V5999,70.0,336.0,46.0
374727000,2022-01-29T00:39:10,29.96028,-90.23481,316.0,ELSA S,3FGE4,70.0,229.0,
566040000,2022-01-29T00:41:26,27.91586,-82.42868,359.0,ATLANTIC DREAM,9V9135,70.0,177.0,28.0
316013941,2022-01-29T00:40:18,49.20768,-123.08117,511.0,TYEE TITAN,,71.0,,
355256000,2022-01-29T00:39:55,25.07328,-79.97069,213.0,NORD CHESAPEAKE,3FYO7,70.0,199.0,
311001000,2022-01-29T00:40:24,30.67723,-81.46464,28.0,BALTIC PATRIOT,C6ET9,79.0,150.0,22.0
548667000,2022-01-29T00:40:26,30.06524,-88.06461,332.0,IVS PEBBLE BEACH,DYAQ,70.0,200.0,32.0
355489000,2022-01-29T00:41:24,19.44263,-66.5484,254.0,AURORA BULKER,HPTR,70.0,177.0,28.0
720181000,2022-01-29T00:41:25,25.79957,-80.25,511.0,MR BENITO,CPA3020,70.0,33.0,10.0
538009564,2022-01-29T00:41:26,34.14787,-119.2067,92.0,DEL MONTE HARVESTER,V7A4894,70.0,192.0,30.0
563008600,2022-01-29T00:41:24,29.93676,-90.14191,359.0,AOM BIANCA,9V3783,70.0,,
538003181,2022-01-29T00:39:07,36.51941,-123.72399,66.0,CAPE FELTON,V7OX5,79.0,170.0,25.0
210208000,2022-01-29T00:38:51,29.71963,-95.24684,299.0,BBC ROSARIO,C4QL2,70.0,138.0,21.0
218791000,2022-01-29T00:40:01,40.67084,-74.07971,298.0,ANTWERPEN EXPRESS,DJCE2,70.0,366.0,48.0
367781630,2022-01-29T00:40:38,30.35429,-81.61991,9.0,EL COQUI,WDJ4838,70.0,219.0,
538007650,2022-01-29T00:39:33,39.20212,-76.482,354.0,AFRICAN QUEEN,V7YZ4,70.0,190.0,32.0
248403000,2022-01-29T00:38:29,29.73534,-95.27733,157.0,PARANDOWSKI,9HA4641,70.0,199.0,27.0
367313160,2022-01-29T00:38:31,48.24005,-122.54121,511.0,SAN JUAN ENTERPRISE,WDD9563,70.0,27.0,6.0
477854800,2022-01-29T00:38:39,29.54344,-89.76576,331.0,QING HUA SHAN,VRPL6,70.0,199.0,
431647000,2022-01-29T00:39:18,30.38853,-81.31027,86.0,AURIGA LEADER,7KJB,70.0,199.0,32.0
367313160,2022-01-29T00:39:51,48.24364,-122.5399,511.0,SAN JUAN ENTERPRISE,WDD9563,70.0,27.0,6.0
357046000,2022-01-29T00:42:11,30.72756,-81.29187,322.0,BERGE BEN NEVIS,3ESK7,70.0,,
375939000,2022-01-29T00:40:13,18.3356,-64.94835,261.0,TROPIC CARIB,J8PE3,70.0,159.0,22.0
477001100,2022-01-29T00:40:15,32.59391,-79.42863,330.0,MSC AGADIR,VRLC2,70.0,299.0,48.0
316001633,2022-01-29T00:40:15,43.02016,-87.89661,30.0,CSL ASSINIBOINE,VCKQ,70.0,225.0,23.0
352980769,2022-01-29T00:41:49,26.08969,-79.91377,102.0,OCEAN EXPRESS,HOA4935,70.0,90.0,16.0
636019997,2022-01-29T00:42:40,29.89372,-89.90899,339.0,LILAC HARMONY,D5XE2,70.0,180.0,30.0
352681000,2022-01-29T00:42:15,45.63241,-122.70677,125.0,AFRICAN BATIS,3EXB6,70.0,200.0,36.0
477168400,2022-01-29T00:40:28,38.78204,-73.98762,142.0,COSCO SHIPPING PEONY,VRRU6,71.0,366.0,48.0
477915900,2022-01-29T00:41:51,29.5373,-89.75948,322.0,PEKIN,VRPJ3,70.0,179.0,
338403000,2022-01-29T00:40:34,32.81345,-79.91655,153.0,MAERSK HARTFORD,WMHA,70.0,299.0,40.0
316001717,2022-01-29T00:39:37,48.37377,-123.71939,511.0,STEPHEN B ROMAN,VDJL,70.0,148.0,17.0
538006995,2022-01-29T00:42:38,28.94648,-89.40024,27.0,CF DIAMOND,V7JH8,70.0,189.0,
671226100,2022-01-29T00:42:32,25.79844,-80.24844,511.0,RELIANCE II,5VHS7,79.0,52.0,12.0
477632400,2022-01-29T00:41:05,33.74971,-118.20883,59.0,CL ANZI HE,VRTT3,70.0,199.0,32.0
636013144,2022-01-29T00:42:16,40.48563,-73.67792,31.0,ZIM SHEKOU,A8KX2,70.0,260.0,32.0
477293200,2022-01-29T00:40:16,32.66413,-79.48703,330.0,OOCL SINGAPORE,VRMX7,70.0,366.0,48.0
477076500,2022-01-29T00:38:46,33.7573,-118.26789,347.0,SAGA ADVENTURE,VRBL4,70.0,199.0,30.0
367799380,2022-01-29T00:40:43,18.45019,-66.10076,135.0,TAINO,WDJ6598,70.0,220.0,32.0
636018541,2022-01-29T00:40:59,33.73184,-118.25729,250.0,CMA CGM MISSISSIPPI,D5QE3,70.0,300.0,48.0
368087080,2022-01-29T00:38:09,38.01776,-90.09425,511.0,T.R. STONE,WDK7714,79.0,19.0,7.0
371293000,2022-01-29T00:39:29,29.74786,-95.17574,258.0,MACONDO,3EYB9,70.0,119.0,15.0
477652700,2022-01-29T00:39:31,32.85801,-79.95639,282.0,JERVIS BAY,VRMM6,70.0,179.0,30.0
367016340,2022-01-29T00:39:33,47.65986,-122.38088,1.0,YANKEE CLIPPER,WDC3923,70.0,24.0,7.0
636017670,2022-01-29T00:41:31,40.49955,-73.50755,43.0,AL SAFAT,D5MD9,70.0,306.0,40.0
269025000,2022-01-29T00:42:00,29.93944,-90.14194,359.0,TURICUM,HBLK,70.0,189.0,32.0
311000376,2022-01-29T00:39:06,39.91657,-75.13415,280.0,EVANGELIA L,C6BV5,70.0,183.0,30.0
311000327,2022-01-29T00:42:58,41.28992,-72.90778,96.0,POLAND PEARL,C6BP5,70.0,182.0,
257560000,2022-01-29T00:37:41,30.39078,-81.49328,69.0,HOEGH NEW YORK,LAUA7,70.0,199.0,32.0
538009564,2022-01-29T00:38:26,34.14786,-119.20672,92.0,DEL MONTE HARVESTER,V7A4894,70.0,192.0,30.0
355489000,2022-01-29T00:42:25,19.44172,-66.5522,254.0,AURORA BULKER,HPTR,70.0,177.0,28.0
368179260,2022-01-29T00:42:09,29.06292,-89.82473,352.0,MILLIE,WDL9456,79.0,82.0,17.0
357777000,2022-01-29T00:39:40,34.63476,-122.3823,327.0,BUENA VENTURA,3EEN,70.0,189.0,32.0
311015100,2022-01-29T00:39:49,18.43866,-66.08924,58.0,SUNSHINE ACE,C6XN6,70.0,199.0,32.0
352967000,2022-01-29T00:42:22,49.20434,-123.90727,168.0,CORONA NATURE,3FCM,70.0,228.0,36.0
368179260,2022-01-29T00:39:49,29.05939,-89.82476,351.0,MILLIE,WDL9456,79.0,82.0,17.0
255806070,2022-01-29T00:40:45,32.75351,-78.94487,215.0,AS FLORETTA,CQIU4,70.0,166.0,25.0
373064000,2022-01-29T00:40:35,41.35084,-127.86,313.0,RED AZALEA,H3PC,70.0,199.0,32.0
367357330,2022-01-29T00:40:43,30.80197,-81.51753,511.0,C-TRACTOR 2,WBU9798,70.0,29.0,11.0
258014000,2022-01-29T00:37:23,49.14963,-123.87842,138.0,STAR LINDESNES,LAQJ7,70.0,204.0,32.0
370937000,2022-01-29T00:41:31,49.3088,-123.11705,120.0,GLORY NAVIGATOR,3FVN7,70.0,225.0,32.0
636013691,2022-01-29T00:39:35,47.26297,-122.38998,312.0,YM UPWARD,A8OR6,70.0,333.0,42.0
636021252,2022-01-29T00:38:32,48.2717,-125.54702,157.0,MSC BALTIC III,5LDA4,71.0,207.0,30.0
219982000,2022-01-29T00:41:46,48.46603,-124.70243,113.0,JOHANNES MAERSK,OWFD2,70.0,216.0,32.0
355073000,2022-01-29T00:39:23,30.34891,-81.62104,190.0,BEAGLE VI,3EGN8,70.0,148.0,22.0
477143900,2022-01-29T00:39:04,38.05765,-122.21677,93.0,SANTIAGO BASIN,VREO2,70.0,179.0,28.0
563070700,2022-01-29T00:39:35,39.059,-76.33299,217.0,ULTRA DEDICATION,9V8567,70.0,199.0,32.0
538009498,2022-01-29T00:39:33,29.96847,-90.25928,282.0,PACIFIC SPIRIT,V7A4816,70.0,180.0,28.0
353163000,2022-01-29T00:38:27,30.08068,-88.08822,341.0,NORD CETUS,3EWE5,70.0,245.0,43.0
370381000,2022-01-29T00:42:08,30.9023,-80.1958,196.0,BALSA 83,3EZL8,70.0,106.0,19.0
414567000,2022-01-29T00:41:35,18.42107,-70.01755,44.0,XIN HAI TONG 26,BHDM,79.0,190.0,32.0
431989000,2022-01-29T00:41:56,32.97755,-78.33623,271.0,MEISHAN BRIDGE,7KCA,73.0,365.0,51.0
218826000,2022-01-29T00:38:26,32.07094,-80.95736,291.0,HANSA SALZBURG,DIRU2,70.0,175.0,27.0
311744000,2022-01-29T00:42:15,32.79725,-79.92753,331.0,POPLAR ARROW,C6TQ3,70.0,189.0,31.0
209559000,2022-01-29T00:40:19,29.61258,-95.009,89.0,MSC APOLLO,5BFA5,70.0,300.0,40.0
538009218,2022-01-29T00:38:33,34.18476,-77.95653,4.0,POSEIDON.GR,V7A4467,70.0,200.0,32.0
538009498,2022-01-29T00:42:33,29.96852,-90.2593,282.0,PACIFIC SPIRIT,V7A4816,70.0,180.0,28.0
636013689,2022-01-29T00:39:32,36.38035,-75.38935,275.0,YM UBERTY,A8OR4,70.0,333.0,42.0
356624000,2022-01-29T00:37:52,28.76885,-89.38012,141.0,INDONESIAN BULKER,HODY,70.0,180.0,30.0
636013689,2022-01-29T00:40:43,36.37972,-75.38933,276.0,YM UBERTY,A8OR4,70.0,333.0,42.0
538008255,2022-01-29T00:40:45,48.52696,-125.93449,266.0,DELFIN,V7A2149,70.0,229.0,33.0
370594000,2022-01-29T00:37:17,48.0728,-122.53026,153.0,SABRINA SCAN,3FFC8,70.0,122.0,19.0
374727000,2022-01-29T00:42:12,29.96031,-90.23479,316.0,ELSA S,3FGE4,70.0,229.0,
356624000,2022-01-29T00:42:17,28.75502,-89.36884,141.0,INDONESIAN BULKER,HODY,70.0,180.0,30.0
356565000,2022-01-29T00:42:23,49.2999,-123.22237,322.0,MOL PREMIUM,3EOJ7,70.0,293.0,40.0
305187000,2022-01-29T00:39:22,29.71642,-95.24568,52.0,INDUSTRIAL DART,V2DE6,70.0,119.0,20.0
477624100,2022-01-29T00:41:34,32.25098,-79.6201,32.0,MADRID EXPRESS,VRTN4,74.0,366.0,48.0
636092905,2022-01-29T00:41:22,28.8567,-89.3556,347.0,BALTIA,D5QS4,70.0,224.0,32.0
229439000,2022-01-29T00:41:48,42.50603,-69.96167,130.0,OCEAN GLSR,9HA5494,70.0,190.0,32.0
636092905,2022-01-29T00:38:03,28.85658,-89.35597,354.0,BALTIA,D5QS4,70.0,224.0,32.0
477883200,2022-01-29T00:42:11,30.54849,-80.13641,259.0,SAGA JOURNEY,VRCY8,70.0,199.0,30.0
636092905,2022-01-29T00:40:13,28.8567,-89.35572,350.0,BALTIA,D5QS4,70.0,224.0,32.0
636016497,2022-01-29T00:42:14,38.96137,-76.39683,34.0,YORKGATE,D5GL7,70.0,199.0,32.0
259732000,2022-01-29T00:38:46,36.80148,-76.28948,75.0,SENORITA,LAEG7,70.0,190.0,32.0
636019849,2022-01-29T00:40:13,35.53799,-74.76336,358.0,SARA,D5WL3,70.0,229.0,30.0
316036089,2022-01-29T00:39:43,45.82669,-84.30606,106.0,ALGOMA SAULT,VBCD,70.0,226.0,24.0
244860255,2022-01-29T00:39:50,38.4794,-76.39005,159.0,SYMPHONY STAR,PCSX,70.0,122.0,
564415000,2022-01-29T00:40:21,29.62202,-89.91333,303.0,THOR MAGNHILD,9V2628,70.0,190.0,32.0
563052500,2022-01-29T00:40:25,34.74328,-75.29956,226.0,MONTE OLIVIA,9V6839,70.0,272.0,40.0
244860255,2022-01-29T00:38:49,38.48282,-76.39168,156.0,SYMPHONY STAR,PCSX,70.0,122.0,
244860255,2022-01-29T00:42:10,38.47132,-76.38618,159.0,SYMPHONY STAR,PCSX,70.0,122.0,
